HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
169, Afghanistan,..,..,..,..,-1.1,0.2,-0.2,0.1,0,-0.4,0.1,-0.3,0.3,-0.1
69, Albania,..,..,-3.4,-3.1,-11.4,-7.3,-6.4,-8.4,-6.9,-10.2,-6.7,-9.4,-8.5,-6.5
91, Algeria,..,..,..,..,-2.2,-1,..,..,..,..,..,..,..,..
148, Angola,..,..,..,7.5,5.8,4.6,1.5,6.1,-1.2,-9.7,0.4,7.2,2.8,0.1
78, Antigua and Barbuda,..,-5.4,-5.5,-22.6,-7.8,-6.6,-11.3,-11.8,-2.8,-5.2,-3.8,-9.5,-4.5,..
46, Argentina,-0.4,-2.5,-2.4,-1.8,-3.2,-1.8,-2.6,-1.7,-0.2,-1.9,-6.6,-7.2,-3.2,0.6
81, Armenia,..,..,-4.5,-5.8,-5.6,-4.2,-4.5,-9,-2.9,-3.7,-2.8,-1.2,-1.7,-3
8, Australia,-5,-5.9,-3.6,-5.8,-7.5,-6.2,-4.2,-7,-4.3,-5.1,-1.5,-4.5,-3.5,0.3
18, Austria,..,..,..,4.3,4.5,-1.7,1.4,1.8,3.2,5.6,7.3,4.3,1.6,-0.4
88, Azerbaijan,..,-10.8,..,-3.7,-0.4,-0.9,-1.6,-2.5,-5,-3.6,-6.4,-7.3,3.4,2.7
58, Bahamas,..,..,..,..,-8.4,-6.2,-4.6,-3.1,-2.1,-0.5,-3.1,-2.4,-3.9,..
42, Bahrain,-11.6,-5.7,-6,29.4,-17.8,-19,-2.9,4,-3.6,10.4,-9.2,-9.9,-0.3,..
133, Bangladesh,0,0,-0.5,-1.2,-0.7,0.2,-1,-1.5,-2,-1.5,-1.1,-0.6,-0.9,-0.3
58, Barbados,0.8,-4.6,-3.9,-20.3,-12.7,-6,-3.2,-3.3,-19.3,-11,-7,..,..,..
53, Belarus,..,..,-1.3,-0.9,-4.4,-7.7,-1.7,-2.5,-2.2,-1.1,-3.7,-4.5,-1.3,-2.9
